price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,airconditioning,parking,prefarea,furnished
4.27,6.36,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.235,2.787,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
6.65,6.5,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
5.11,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3.64,3.57,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.15,3.5,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.1,3.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.319,4.032,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4.2,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.45,3.24,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5.145,3.41,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.295,4.88,4.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
6.629,6.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4.165,4.08,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
4.48,4.04,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9.681,6.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
3.71,4.04,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.255,3.93,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.51,6.67,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4.403,4.88,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
8.043,7.482,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
5.033,4.8,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
7.21,7.68,4.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7.84,6.36,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
4.34,4.5,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3.43,2.145,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7.42,7.44,3.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4.9,6.72,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.003,8.05,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.855,2.99,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.73,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5.95,7.32,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4.76,9.166,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
3.36,4.96,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.07,6.24,4.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2.94,3.6,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.64,2.85,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.866,4.8,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5.11,6.1,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
8.645,4.56,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
3.22,4.32,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.7,6.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
3.64,4.28,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
3.5,3.48,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13.3,7.42,4.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0
3.57,4.5,4.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
4.9,4.095,3.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3.465,3.06,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.675,5.64,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.59,3.6,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6.293,6.6,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3.5,4.24,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.78,4.82,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.193,8.25,3.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
3.36,3.5,4.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
4.2,2.747,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.229,7.085,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0
3.675,3.6,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4.48,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
6.3,6.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4.956,2.8,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6.3,4.1,3.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2.24,1.95,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.425,6.825,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
5.25,6.54,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.79,12.09,4.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
4.193,3.45,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7.455,4.3,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3.85,3.18,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
3.64,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
3.5,5.9,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4.9,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
4.27,6.36,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2.59,4.4,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.69,6.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
5.6,6.36,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5.6,4.8,5.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.92,3.29,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5.215,4.5,4.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
3.773,2.52,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
3.087,8.1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5.81,5.828,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5.88,6.5,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7.49,6.6,3.0,1.0,4.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0
3.15,9.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
4.445,3.75,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4.0075,4.5,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4.9,5.4,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.51,3.76,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
3.353,2.7,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.95,7.231,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1.89,3.649,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.45,3.21,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2.275,3.97,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.5,3.12,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.57,4.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.419,6.75,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0
6.615,10.5,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3.29,2.5,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.403,4.92,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5.95,7.02,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0
3.745,3.48,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4.2,2.953,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
7.245,9.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3.36,3.185,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0
2.87,5.4,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.025,3.63,3.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
4.48,8.25,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3.64,4.13,3.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
8.4,7.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
3.22,2.684,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
7.7,6.48,3.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
6.16,4.5,3.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.5,3.65,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.92,3.816,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0
4.34,3.5,4.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
2.8525,5.2,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7.35,5.15,3.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2.45,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5.873,5.5,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
8.4,7.95,5.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
5.145,7.98,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3.115,3.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.52,2.88,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.565,4.4,4.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
4.55,5.32,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
4.403,2.88,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4.2,5.04,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3.36,3.75,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6,5.5,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5.243,6.05,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6.265,6.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3.15,4.095,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
3.29,3.18,4.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6.02,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
6.72,5.02,3.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
5.25,3.8,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6.475,3.96,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
2.87,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.095,4.04,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.5,3.64,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.01,3.63,4.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
6.79,4.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
4.305,10.36,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
9.8,5.75,3.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
3.71,3.6,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5.04,6.6,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
